■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-10-25,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2017-10-24~2019-10-24???영화구분: 일반영화???국적: 한국???지역: 전체???제작사 : 전체???배급사 : 전체???감독명 : 전체???배우명 : 전체???등급별 : 전체???장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
966,AISFF 2018 국내경쟁 그룹3,,"284,000",0.0%,"284,000",57,57,1,2,한국,한국,,,,기타,,
966,SIFF2017-특별단편 1,,"398,500",0.0%,"398,500",57,57,1,3,한국,한국,,,,기타,,
966,국도극장,,"264,000",0.0%,"264,000",57,57,1,1,한국,한국,명필름랩,(주)리틀빅픽쳐스,,드라마,전지희,"이동휘,이한위,신신애,이상희,김서하,서현우,임성재,강태우,윤영민,임도윤,김현,정규수"
969,오렌지필름 3월 상영회 [눈을 감아보면],,"417,000",0.0%,"417,000",56,56,1,7,한국,한국,,,,기타,,
969,외롭고 높고 쓸쓸한,,"361,000",0.0%,"361,000",56,56,2,8,한국,한국,,,,다큐멘터리,,
969,제13회 대단한단편영화제-단편 경쟁 3,,"448,000",0.0%,"448,000",56,56,1,4,한국,한국,,,,기타,,
969,제19회 대전독립영화제 수상작 초청,,"280,000",0.0%,"280,000",56,56,1,1,한국,한국,,,,기타,,
969,"제20회 대전독립영화제 한국독립영화, 현재 진행형 2",,"280,000",0.0%,"280,000",56,56,1,1,한국,한국,,,,드라마,,
969,표적,2014-04-30,"112,000",0.0%,"22,256,881,300",56,"2,841,884",1,1,한국,한국,"(주)바른손이앤에이,(주)용필름",씨제이이앤엠(주),15세이상관람가,"액션,드라마",창,"류승룡,유준상,이진욱,김성령,조여정,조은지,진구,강구현,배정현,서동필,임일규,정순태,홍성민,김동준,김대명,김영재,이현욱,장준녕"
969,플레이온,,"325,000",0.0%,"1,663,500",56,282,1,8,한국,한국,,,,다큐멘터리,변규리,
976,AISFF 2018 국내경쟁 그룹2,,"270,000",0.0%,"270,000",54,54,1,2,한국,한국,,,,기타,,
976,아내가 결혼했다,2008-10-23,"378,000",0.0%,"12,062,558,000",54,"1,799,501",1,2,한국,한국,(주)주피터필름,씨제이엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",정윤수,"손예진,김주혁,주상욱,이주실,천성훈,오정세,김병춘,정세형"
976,우동 한 그릇,,"432,000",0.0%,"432,000",54,54,1,1,한국,한국,주식회사 극동,,전체관람가,드라마,,"최정윤,방영,임은혜,김동화,박태성,최용,김선덕,연준석,민경현,배상용"
976,이상한 게임,2019-06-09,"324,000",0.0%,"324,000",54,54,1,1,한국,한국,디자인 콘텐츠,디자인 콘텐츠,15세이상관람가,"미스터리,스릴러",신재천,"공호석,이환,안여진,장희웅"
980,5월 단편 상상극장-강상우 감독전,,"424,000",0.0%,"424,000",53,53,1,4,한국,한국,,,,기타,강상우,
980,"708호, 이등병의 편지",,"275,000",0.0%,"275,000",53,53,1,3,한국,한국,한국영화아카데미,,,다큐멘터리,김환태,이진석
980,SIFF2018-깜짝상영,,"363,000",0.0%,"363,000",53,53,1,1,한국,한국,,,,기타,,
980,SIFF2018-아카이브전 1,,"364,000",0.0%,"364,000",53,53,1,2,한국,한국,,,,기타,,
980,각자의 미식,,"326,000",0.0%,"326,000",53,53,1,2,한국,한국,하준사,하준사,12세이상관람가,드라마,조성규,"임원희,박규리,임성미"
980,녹차의 중력,,"345,000",0.0%,"345,000",53,53,1,1,한국,한국,,,,다큐멘터리,정성일,임권택
980,미디어로 행동하라 in 김천/성주,,"265,000",0.0%,"265,000",53,53,1,2,한국,한국,,,,다큐멘터리,,
987,SIFF2018-통일기획전 7,,"355,800",0.0%,"355,800",52,52,1,1,한국,한국,,,,다큐멘터리,임흥순,
987,꾸루꾸루와 친구들: 무지개 나무의 비밀,2015-11-19,"260,000",0.0%,"51,682,500",52,"7,408",1,10,한국,한국,(주)팡고엔터토이먼트,(주)팝엔터테인먼트,전체관람가,애니메이션,문제대,서유리
987,오렌지필름 기획전 - 위대한 귀여움에 대하여,,"353,000",0.0%,"353,000",52,52,1,7,한국,한국,,,,기타,,
987,우리에겐 새로움이 필요해!,,"361,000",0.0%,"361,000",52,52,1,2,한국,한국,,,,기타,,
987,카오산 탱고,,"213,000",0.0%,"213,000",52,52,1,1,한국,한국,,,,"드라마,멜로/로맨스",김범삼,
992,백두 번째 구름,,"323,500",0.0%,"323,500",51,51,1,1,한국,한국,,,,다큐멘터리,정성일,임권택
992,오렌지필름 기획전- 지금 당장! 김나경!,,"337,000",0.0%,"337,000",51,51,1,5,한국,한국,,,,기타,김나경,
992,옥탑방열기,,"355,000",0.0%,"1,837,000",51,328,1,2,한국,한국,,,12세이상관람가,다큐멘터리,"고유정,노은지",
992,제20회 부산독립영화제 - 경쟁4,,"230,000",0.0%,"230,000",51,51,1,2,한국,한국,,,,기타,,
996,6월 단편 상상극장-학교 안에서,,"400,000",0.0%,"400,000",50,50,1,4,한국,한국,,,,기타,,
996,Diff 2018 경쟁1,,"338,000",0.0%,"338,000",50,50,1,2,한국,한국,,,,드라마,,
996,여성감독 단편선_인디포럼 월례비행 12월,,"347,000",0.0%,"347,000",50,50,1,1,한국,한국,,,,기타,"김은선,정가영,김보람,박현영",
996,제12회 대단한 단편영화제 단편 초청 섹션 1,,"400,000",0.0%,"400,000",50,50,1,2,한국,한국,,,,기타,,
1000,[인디포럼2018] 신작전 07 성인이 되는 길,,"343,000",0.0%,"343,000",49,49,1,2,한국,한국,,,,기타,,
1000,낮은 목소리 3 : 숨결,2000-03-18,"337,500",0.0%,"1,223,500",49,187,1,3,한국,한국,기록영화제작소보임,,전체관람가,다큐멘터리,변영주,
1000,"여름밤, Lucky Horror (인디스데이)",,"231,500",0.0%,"231,500",49,49,1,13,한국,한국,,,,기타,,
1003,Diff 2018 경쟁3,,"328,000",0.0%,"328,000",48,48,1,2,한국,한국,,,,드라마,,
1003,무녀도,,"322,200",0.0%,"322,200",48,48,1,1,한국,한국,"TCO(주)더콘텐츠온,(주)연필로명상하기",,,애니메이션,안재훈,
1005,5월 단편 상상극장-가족의 모양들,,"375,200",0.0%,"375,200",47,47,1,4,한국,한국,,,,기타,,
1005,FIWOM 2019 피움초이스1,,"329,000",0.0%,"329,000",47,47,1,1,한국,한국,,,,드라마,,
1007,AISFF 2018 국내경쟁 그룹1,,"224,000",0.0%,"224,000",46,46,1,2,한국,한국,,,,기타,,
1007,Diff 2018 경쟁4,,"319,000",0.0%,"319,000",46,46,1,2,한국,한국,,,,기타,,
1007,제13회 대단한단편영화제-단편 초청 1,,"368,000",0.0%,"368,000",46,46,1,2,한국,한국,,,,기타,,
1010,3월 단편 상상극장-광화문시네마 단편전,,"360,000",0.0%,"360,000",45,45,1,8,한국,한국,,,,기타,,
1010,Diff 2018 경쟁8,,"308,000",0.0%,"308,000",45,45,1,2,한국,한국,,,,기타,,
1010,MSFF 수상작 특별전 섹션 1,,"225,000",0.0%,"225,000",45,45,1,3,한국,한국,,,,기타,,
1010,"단편1: 도시에서, 안녕하신가요? ?인디피크닉2019",,"281,000",0.0%,"281,000",45,45,1,5,한국,한국,,,,기타,,
1010,오렌지필름 기획전 ? 사랑을 찍어보았습니다.,,"327,000",0.0%,"327,000",45,45,1,4,한국,한국,,,,기타,,
1010,이제는 퀴어 영화도 해피 엔딩!,,"540,000",0.0%,"540,000",45,45,1,2,한국,한국,,,,기타,,
1016,Diff 2018 경쟁9,,"304,000",0.0%,"304,000",44,44,1,2,한국,한국,,,,기타,,
1016,SIDOF2018_송전탑/765와 용회마을,,"220,000",0.0%,"220,000",44,44,1,2,한국,한국,,,,다큐멘터리,"이동렬,김소희",
1016,김씨표류기,2009-05-14,"258,000",0.0%,"4,736,776,000",44,"725,031",1,2,한국,한국,반짝반짝영화사(주),(주)시네마서비스,12세이상관람가,"코미디,드라마",이해준,"정재영,구교환,정려원,강문정,박보영,이성배,임수진,최소영,이규형,양미경,이정애,장소연"
1016,들국화는 피었는데,1974-12-07,"284,000",0.0%,"284,000",44,44,1,4,한국,한국,영화진흥위원회,,전체관람가,"드라마,전쟁",이만희,"신성일,김정훈"
1016,따뜻한 여름으로 갈래?,,"438,000",0.0%,"438,000",44,44,1,2,한국,한국,,,,기타,,
1016,인디애니페스트 2018 한국 파노라마 - 괴물 혹은 영웅,,"252,000",0.0%,"252,000",44,44,1,3,한국,한국,,,,애니메이션,,
1016,제13회 대단한단편영화제-배우특별전: 강진아,,"352,000",0.0%,"352,000",44,44,1,3,한국,한국,,,,기타,,
1023,Diff 2019 경쟁6,,"290,000",0.0%,"290,000",43,43,1,1,한국,한국,,,,드라마,,
1024,Diff 2018 로컬존,,"291,000",0.0%,"291,000",42,42,1,2,한국,한국,,,,드라마,,
1024,[인디포럼2018] 작심사일,,"248,000",0.0%,"248,000",42,42,1,1,한국,한국,,,,기타,,
1024,가끔 구름,,"275,000",0.0%,"275,000",42,42,1,12,한국,한국,,,,드라마,박송열,
1024,"당신, 거기 있어줄래요",2016-12-14,"378,000",0.0%,"9,362,086,648",42,"1,168,782",1,1,한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"판타지,드라마",홍지영,"김윤석,변요한,채서진,김상호,안세하,박혜수,김호정,한한나,이유미,윤진영,전준영,김효진,배유리"
1024,이별계약,2013-06-20,"267,000",0.0%,"131,408,000",42,"18,343",1,17,한국,"한국,중국",씨제이이앤엠(주),씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",오기환,"펑위옌,백백하,장경부,오패자,최한기"
1024,제12회 대단한 단편영화제 단편 경쟁 섹션 2,,"336,000",0.0%,"336,000",42,42,1,3,한국,한국,,,,기타,,
1024,제20회 부산독립영화제 - 경쟁1,,"242,000",0.0%,"242,000",42,42,1,2,한국,한국,,,,기타,,
1031,[인디포럼2018] 개막식,,"410,000",0.0%,"410,000",41,41,1,1,한국,한국,,,,기타,,
1031,[인디포럼2018] 신작전 01 (그녀들의) 목소리,,"287,000",0.0%,"287,000",41,41,1,2,한국,한국,,,,기타,,
1031,"[인디포럼2018] 포워드 04 영화, 공간 그리고 신체",,"287,000",0.0%,"287,000",41,41,1,2,한국,한국,,,,기타,,
1031,내부자들: 디 오리지널,2015-12-31,"342,000",0.0%,"16,980,056,975",41,"2,084,909",1,7,한국,한국,(유)내부자들 문화전문회사,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"신지수,이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,박진우,남일우,김의성,손종학,조덕제,유재명,권태원,강신철"
1031,제12회 대단한 단편영화제 단편 초청 섹션 2,,"328,000",0.0%,"328,000",41,41,1,2,한국,한국,,,,기타,,
1036,Diff 2018 경쟁6,,"277,000",0.0%,"277,000",40,40,1,2,한국,한국,,,,드라마,,
1036,"안녕, 미누",,"191,000",0.0%,"191,000",40,40,1,6,한국,한국,,,,다큐멘터리,지혜원,
1038,11월 단편 상상극장-손태겸 단편전,,"312,000",0.0%,"312,000",39,39,1,4,한국,한국,,,,기타,,
1038,FIWOM 2018 피움초이스1,,"265,300",0.0%,"265,300",39,39,1,1,한국,한국,,,,기타,,
1038,단편2: 처음이 낯선 당신에게 ?인디피크닉2019,,"253,000",0.0%,"253,000",39,39,1,5,한국,한국,,,,드라마,,
1038,프랑스여자,,"293,000",0.0%,"293,000",39,39,1,2,한국,한국,(주)바람이분다,,,드라마,김희정,
1042,"3월 수요단편극장 주목하라, 그녀들을! “전여빈, 박소담, 정유미”",,"304,000",0.0%,"304,000",38,38,1,1,한국,한국,,,,기타,,
1042,김금순배우 상영회,,"404,000",0.0%,"404,000",38,38,1,1,한국,한국,,,,기타,,
1042,샤먼 로드,,"186,000",0.0%,"186,000",38,38,1,1,한국,한국,강 컨텐츠,,,다큐멘터리,최상진,"박성미,꼴레뜨 그랑종-로조뜨"
1042,슈퍼문,,"173,000",0.0%,"173,000",38,38,2,10,한국,한국,,,,애니메이션,홍대영,
1042,아빠는 예쁘다,,"218,000",0.0%,"218,000",38,38,1,2,한국,한국,"(주)유비콘텐츠,영화사공감",(주)영화사오원,15세이상관람가,"가족,코미디","박수민,김승협","김명국,백서빈,손민지,진선미"
1042,"혜영, 혜영씨",,"265,000",0.0%,"265,000",38,38,1,1,한국,한국,,,,"드라마,멜로/로맨스",김용삼,"문혜인,김용삼"
1048,3월 단편 상상극장-Women's March,,"296,000",0.0%,"296,000",37,37,1,4,한국,한국,,,,기타,,
1048,김예은 배우 특별전(인디스데이),,"37,000",0.0%,"37,000",37,37,1,2,한국,한국,,,,기타,,
1048,성혜의 나라,,"182,000",0.0%,"182,000",37,37,1,2,한국,한국,,,,드라마,정형석,"송지인,강두"
1048,제 17회 미쟝센 단편영화제 수상작 특별전 단편섹션 3,,"185,000",0.0%,"185,000",37,37,1,3,한국,한국,,,,기타,,
1048,초현실,,"256,000",0.0%,"256,000",37,37,1,4,한국,한국,,,,다큐멘터리,김응수,
1048,형슬우 감독 특별전(인디스데이),,"37,000",0.0%,"37,000",37,37,1,2,한국,한국,,,,기타,,
1054,10월 단편 상상극장-제11회 대단한 단편영화제 수상작 모음,,"288,000",0.0%,"360,000",36,45,1,2,한국,한국,,,,기타,,
1054,12월 단편 상상극장-2018 단편 명불허전,,"288,000",0.0%,"288,000",36,36,1,4,한국,한국,,,,기타,"유재선,방성준,김도영,이영미",
1054,17th 필름다빈 프로젝트: 공민정 배우전,,"323,000",0.0%,"323,000",36,36,1,1,한국,한국,,,,드라마,,
1054,1월 수요단편극장 - 2018년을 빛낸 화제의 단편영화 넷,,"279,000",0.0%,"279,000",36,36,1,1,한국,한국,,,,기타,,
1054,29.97 상영회,,"144,000",0.0%,"144,000",36,36,1,2,한국,한국,,,,기타,,
1054,Diff 2019 경쟁3,,"244,000",0.0%,"244,000",36,36,1,1,한국,한국,,,,드라마,,
1054,더 가까이(인디스데이),,"209,000",0.0%,"209,000",36,36,1,9,한국,한국,,,,기타,,
1054,백현진 단편 기획전,,"324,000",0.0%,"324,000",36,36,1,1,한국,한국,,,,드라마,,
1062,Media art work screening 3월,,"140,000",0.0%,"140,000",35,35,1,2,한국,한국,,,,기타,,
1062,[인디포럼2018] 신작전 02 끝까지 간다,,"245,000",0.0%,"245,000",35,35,1,2,한국,한국,,,,기타,,
1062,게이봉박두 프로젝트 단편 모음,,"266,000",0.0%,"266,000",35,35,1,2,한국,한국,,,,기타,,
1062,곡성,2016-05-12,"328,000",0.0%,"55,864,308,382",35,"6,879,989",1,8,한국,"한국,미국","(주)사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,"곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경,백승철,이정은,박성연"
1062,그들 각자의 거리에서 ?인디피크닉2018,,"186,000",0.0%,"186,000",35,35,1,7,한국,한국,,,,기타,,
1062,벼꽃,,"219,000",0.0%,"299,000",35,56,1,9,한국,한국,,,,다큐멘터리,오정훈,
1062,"오렌지필름 기획전 - 장윤미 감독의 그리고,",,"235,000",0.0%,"235,000",35,35,1,4,한국,한국,,,,다큐멘터리,장윤미,
1062,오오극장 개관 3주년 특별전 ? 대구독립단편신작,,"237,000",0.0%,"237,000",35,35,1,1,한국,한국,,,,기타,,
1062,이어도,,"236,000",0.0%,"1,132,000",35,209,1,6,한국,한국,주식회사 자파리필름,,,드라마,오멸,
1062,인디스데이 조현철 특별전,,"35,000",0.0%,"35,000",35,35,1,2,한국,한국,,,,기타,,
1062,커플즈,2011-11-02,"245,000",0.0%,"2,705,811,500",35,"360,080",1,2,한국,한국,"시오필름(주),(주)바른손이앤에이",(주)싸이더스,15세이상관람가,"멜로/로맨스,코미디",정용기,"공형진,김주혁,이윤지,이시영,오정세,강대영,조성걸,최정화,김형근,조달환,배슬기,조한철,김건우,정광재,최고운,이진,윤석진,정정숙,임동현,전수지,김지운,김응수"
1073,SIDOF2018_개막식:관찰과 기억/퀴어의 방,,"331,000",0.0%,"331,000",34,34,1,1,한국,한국,,,,다큐멘터리,"이솜이,권아람",
1073,[인디포럼2018] 신작전 04 몇 개의 나를 세워두고,,"238,000",0.0%,"238,000",34,34,1,2,한국,한국,,,,기타,,
1073,워킹걸,2015-01-07,"68,000",0.0%,"1,202,031,479",34,"151,584",1,1,한국,한국,"(주)홍필름,(주)수필름",메가박스중앙(주)플러스엠,청소년관람불가,"코미디,멜로/로맨스",정범식,"조여정,클라라,김태우,배유람,정범식,정범식,박주희,백경인,조은영,손진우,배성우,유찬호,김세미,라미란,이민아,황준호,이승원,이시현,조재윤,김영옥,김보연,오나라,박상민,김승주"
1076,AIYOUTH 2018 경쟁 언더19 (2),,"66,000",0.0%,"66,000",33,33,1,2,한국,한국,,,,기타,,
1076,Diff 2018 배우목격담,,"230,000",0.0%,"230,000",33,33,1,1,한국,한국,,,,드라마,,
1076,Diff 2019 경쟁7,,"231,000",0.0%,"231,000",33,33,1,1,한국,한국,,,,드라마,,
1076,Diff 2019 경쟁8,,"227,000",0.0%,"227,000",33,33,1,1,한국,한국,,,,드라마,,
1076,독립영화 반짝반짝전 광주 단편,,"216,000",0.0%,"216,000",33,33,2,6,한국,한국,,,,드라마,,
1076,오렌지필름 기획전-유지영 감독전,,"260,000",0.0%,"260,000",33,33,1,5,한국,한국,,,,기타,,
1076,은밀한 유혹,2015-06-04,"66,000",0.0%,"1,138,083,247",33,"145,697",1,1,한국,한국,"(주)영화사비단길,(주)수필름",씨제이이앤엠(주),15세이상관람가,"멜로/로맨스,범죄",윤재구,"임수정,유연석,이경영,박철민,진경,도희,조희성,최민우,이광수,홍정표,민혜경,이동훈,곽민호,조규완,이마붑,전소니,이양희"
1076,펀치볼,,"160,000",0.0%,"160,000",33,33,1,4,한국,한국,,,,다큐멘터리,김영조,
1084,Diff 2018 경쟁7,,"222,000",0.0%,"222,000",32,32,1,2,한국,한국,,,,기타,,
1084,[인디포럼2018] 신작전 06 사라지지 않을 이유,,"223,000",0.0%,"223,000",32,32,1,2,한국,한국,,,,기타,,
1084,나도 때론 포르노그라피의 주인공이고 싶다 : 감독판,2016-06-13,"64,000",0.0%,"71,000",32,33,1,2,한국,한국,(주)피터팬픽쳐스,(주)드림팩트엔터테인먼트,청소년관람불가,멜로/로맨스,장성수,"한지은,최리호,김영근"
1084,단편3: 잃어버린 꿈을 찾아서 ?인디피크닉2019,,"203,000",0.0%,"203,000",32,32,1,5,한국,한국,,,,기타,,
1084,빨간 벽돌,,"173,000",0.0%,"648,000",32,127,1,3,한국,한국,,,,다큐멘터리,주현숙,
1084,제 17회 미쟝센 단편영화제 수상작 특별전 단편섹션 1,,"160,000",0.0%,"160,000",32,32,1,3,한국,한국,,,,기타,,
1084,제20회 부산독립영화제 - 20주년 특별전 3,,"178,000",0.0%,"178,000",32,32,1,1,한국,한국,,,,기타,,
1091,"6월 수요단편극장 레인보우, 일곱 빛깔의 사랑-퀴어 단편전",,"246,000",0.0%,"246,000",31,31,1,1,한국,한국,,,,기타,"김조광수,민미홍",
1091,Diff 2019 경쟁2,,"217,000",0.0%,"217,000",31,31,1,1,한국,한국,,,,기타,,
1091,FIWOM 2018 피움초이스3,,"211,600",0.0%,"211,600",31,31,1,1,한국,한국,,,,드라마,,
1091,김새벽 배우 특별전(인디스데이),,"182,500",0.0%,"182,500",31,31,1,11,한국,한국,,,,기타,,
1091,여행의 묘미,,"155,000",0.0%,"190,000",31,38,1,2,한국,한국,,,,드라마,마성재,이주영
